Name,overall,position,age,height,weight,intl_rep,pace,dribbling,shooting,passing,defending,physicality,pref_foot
Blaise Matuidi,85,CDM,31,175,70,3,78,76,67,77,82,84,Left
Carlos Henrique Venancio Casimiro,85,CDM,26,184,80,3,62,72,68,74,84,86,Right
Danilo Lu??s H?©lio Pereira,85,CDM,27,188,83,3,70,77,67,73,85,89,Right
Daniele De Rossi,83,CDM,35,184,83,3,68,71,64,73,81,82,Right
Lucas Biglia,83,CDM,32,178,63,3,69,80,63,81,75,75,Right
Nemanja Matiƒá,83,CDM,30,194,85,3,64,72,70,76,80,87,Left
Danilo Lu??s H?©lio Pereira,83,CDM,27,188,83,3,68,74,62,69,82,87,Right
William Silva de Carvalho,83,CDM,26,187,83,3,53,74,57,77,80,83,Right
F?°bio Henrique Tavares,83,CDM,24,188,78,3,74,76,65,76,83,83,Right
Fernando Luiz Rosa,82,CDM,33,179,67,3,73,77,73,76,77,78,Right
Lars Bender,82,CDM,29,185,81,3,68,73,64,73,82,79,Right
Gary Medel,82,CDM,31,171,71,3,74,71,48,68,81,81,Right
Grzegorz Krychowiak,81,CDM,28,186,85,3,65,67,58,72,79,86,Right
Julian Weigl,81,CDM,23,186,72,3,70,76,49,76,76,68,Right
Luiz Gustavo Dias,80,CDM,31,187,78,3,64,70,59,68,80,80,Left
Maxime Gonalons,80,CDM,29,187,76,3,66,70,61,69,80,81,Right
Jonas Hector,80,CDM,28,185,75,3,77,76,60,76,79,77,Left
Nuri ?ûahin,79,CDM,30,180,73,3,54,80,67,83,72,68,Left
Marouane Fellaini,79,CDM,30,194,85,3,50,73,71,70,75,89,Right
Riccardo Montolivo,78,CDM,33,181,76,3,56,78,68,82,69,68,Right
Miguel Lu??s Pinto Veloso,78,CDM,32,180,79,3,61,76,70,82,71,72,Left
Miralem Pjanic,87,CDM,28,180,70,3,75,87,72,90,72,71,Right
Marouane Fellaini,82,CDM,30,194,85,3,53,77,77,75,81,92,Right
Lars Bender,87,CDM,29,185,81,3,80,75,70,76,85,84,Right
Luiz Gustavo Dias,83,CDM,31,187,78,3,68,73,68,73,84,82,Left
Fernando Luiz Rosa,86,CDM,33,179,67,3,75,82,76,86,84,83,Right
William Silva de Carvalho,85,CDM,26,187,83,3,55,76,65,80,82,85,Right
Carlos Henrique Venancio Casimiro,87,CDM,26,184,80,3,64,73,71,77,88,88,Right
Carlos Henrique Venancio Casimiro,88,CDM,26,184,80,3,65,75,73,79,89,89,Right
F?°bio Henrique Tavares,86,CDM,24,188,78,3,76,80,70,80,85,86,Right
Luiz Gustavo Dias,85,CDM,31,187,78,3,72,77,72,76,86,84,Left
William Silva de Carvalho,85,CDM,26,187,83,3,55,76,65,80,82,85,Right
N'Golo Kant?©,88,CDM,27,168,68,3,82,81,66,76,82,84,Right
Nemanja Matic,84,CDM,30,194,85,3,64,74,70,78,81,87,Left
Fernando Luiz Rosa,85,CDM,33,179,67,3,73,78,74,80,80,81,Right
F?°bio Henrique Tavares,84,CDM,24,188,78,3,74,77,65,78,84,85,Right
Luiz Gustavo Dias,82,CDM,31,187,78,3,66,70,62,69,82,81,Left
Carlos Henrique Venancio Casimiro,86,CDM,26,184,80,3,63,72,69,74,86,87,Right
Javier Mart??nez Aginaga,88,CDM,30,190,81,3,65,76,70,82,88,88,Right
N'Golo Kant?©,89,CDM,27,168,68,3,83,83,67,80,83,85,Right
Nemanja Matiƒá,86,CDM,30,194,85,3,66,76,75,83,83,89,Left
Marouane Fellaini,79,CDM,30,194,85,3,50,73,71,70,75,89,Right
Javier Mart??nez Aginaga,92,CDM,30,190,81,3,66,78,72,85,94,90,Right
F?°bio Henrique Tavares,91,CDM,24,188,78,3,80,86,80,88,91,90,Right
Lars Bender,89,CDM,29,185,81,3,74,82,78,86,89,85,Right
Fernando Luiz Rosa,93,CDM,33,179,67,3,83,86,84,91,93,91,Right
Nemanja Matiƒá,92,CDM,30,194,85,3,73,81,80,87,92,95,Left
Carlos Henrique Venancio Casimiro,94,CDM,26,184,80,3,72,88,82,90,95,94,Right
Miralem Pjaniƒá,93,CDM,28,180,70,3,82,95,92,97,88,84,Right
Luiz Gustavo Dias,93,CDM,31,187,78,3,78,86,81,85,93,92,Left
N'Golo Kant?©,94,CDM,27,168,68,3,89,90,82,90,91,92,Right
Yasuhito Endo,85,CDM,38,178,75,3,60,81,83,89,84,86,Right
F?°bio Henrique Tavares,84,CDM,24,188,78,3,74,77,65,78,84,85,Right
Grzegorz Krychowiak,81,CDM,28,186,85,3,65,67,58,72,79,86,Right
N'Golo Kant?©,95,CDM,27,168,68,3,90,91,85,96,93,95,Right
Blaise Matuidi,85,CDM,31,175,70,3,78,76,67,77,82,84,Left
Daniele De Rossi,95,CDM,35,184,83,3,80,85,87,94,95,96,Right
William Silva de Carvalho,83,CDM,26,187,83,3,53,74,57,77,80,83,Right
Michael Carrick,94,CDM,37,188,74,3,70,89,88,98,92,80,Right
Lothar Matth?§us,91,CDM,57,174,70,4,87,77,84,86,88,82,Right
Emmanuel Petit,90,CDM,48,185,79,4,77,78,79,82,87,89,Left
Frank Rijkaard,90,CDM,56,187,85,4,77,80,76,83,90,87,Right
Emmanuel Petit,88,CDM,48,185,79,4,75,77,77,81,86,88,Left
Marcel Desailly,88,CDM,50,185,80,4,83,67,54,69,88,88,Right
Arturo Vidal,87,CDM,31,180,75,4,75,79,81,80,83,84,Right
Sergio Busquets Burgos,86,CDM,30,189,76,4,40,74,59,79,82,81,Right
Frank Rijkaard,86,CDM,56,187,87,4,70,75,67,77,86,81,Right
Paul Pogba,89,CDM,25,191,84,4,77,88,81,89,69,89,Right
Sergio Busquets Burgos,87,CDM,30,189,76,4,40,78,62,79,82,81,Right
Sergio Busquets Burgos,92,CDM,30,189,76,4,57,81,78,90,92,90,Right
Arturo Vidal,90,CDM,31,180,75,4,78,86,88,87,88,87,Right
Ivan Rakitiƒá,94,CDM,30,184,78,4,80,96,96,98,75,80,Right
Luka Modriƒá,94,CDM,33,174,65,4,79,94,85,96,82,78,Right
David Luiz Moreira Marinho,86,CDM,31,189,84,4,70,71,64,74,84,81,Right
Arturo Vidal,87,CDM,31,180,75,4,75,79,81,80,83,84,Right
Daniel Castelo Podence,76,CF,22,165,58,1,89,84,63,66,28,49,Right
Yuya Kubo,75,CF,24,178,73,1,83,78,72,68,42,56,Right
Josh Windass,76,CF,24,175,68,1,88,78,70,74,38,71,Right
Daniel Castelo Podence,76,CF,22,165,58,1,89,84,63,66,28,49,Right
Cebio Soukou,76,CF,26,184,82,1,87,76,77,74,40,76,Right
Fabr??cio dos Santos Messias,81,CF,28,182,75,1,76,86,85,82,50,85,Right
Damir Kreilach,83,CF,29,186,83,1,73,81,87,82,76,89,Right
Raffael Caetano de Ara??jo,82,CF,33,174,69,2,72,86,79,80,41,67,Right
Max Kruse,82,CF,30,180,76,2,71,83,84,82,39,69,Left
Sebastian Giovinco,82,CF,31,163,61,2,81,87,81,78,27,57,Right
Lars Stindl,82,CF,30,181,80,2,71,79,84,79,64,74,Right
Fin Bartels,78,CF,31,176,69,2,86,81,73,73,40,61,Right
Alan Ruiz,78,CF,25,183,77,2,62,83,81,80,34,68,Left
Luis Alberto Romero Alconchel,83,CF,26,183,74,2,78,86,82,88,32,61,Right
Kenny Miller,79,CF,38,178,71,2,80,80,82,76,35,83,Right
Raffael Caetano de Ara??jo,84,CF,33,174,69,2,75,88,84,83,44,70,Right
Shinji Okazaki,81,CF,32,174,70,2,78,85,82,77,50,80,Right
Raffael Caetano de Ara??jo,86,CF,33,174,69,2,77,90,87,86,47,73,Right
Sebastian Giovinco,86,CF,31,163,61,2,85,89,86,85,32,65,Right
Manuel Lanzini,84,CF,25,167,59,2,85,88,80,84,32,58,Right
Filip Kostic,84,CF,25,184,82,2,91,86,81,83,43,80,Left
Diego Castro Gim?©nez,81,CF,36,174,71,2,73,85,82,79,48,64,Right
Luis Alberto Romero Alconchel,80,CF,26,183,74,2,76,83,76,83,27,61,Right
Sebastian Giovinco,83,CF,31,163,61,2,84,87,81,79,27,57,Right
Thorgan Hazard,84,CF,25,174,69,2,84,87,83,84,40,69,Right
Sebastian Giovinco,90,CF,31,163,61,2,90,93,92,88,33,67,Right
Luis Alberto Romero Alconchel,91,CF,26,183,74,2,87,95,93,95,40,72,Right
Dries Mertens,86,CF,31,169,61,3,90,89,82,79,36,55,Right
Michael Laudrup,85,CF,54,183,76,3,87,89,74,84,35,63,Right
Alejandro G??mez,84,CF,30,165,68,3,90,88,77,80,31,58,Right
Diego Perotti,80,CF,30,179,70,3,81,85,71,78,32,59,Right
Josip Iliƒçiƒá,80,CF,30,190,79,3,70,81,82,80,35,64,Left
Giovani dos Santos,79,CF,29,175,74,3,86,81,78,73,29,53,Left
Clint Dempsey,82,CF,35,185,77,3,70,82,85,78,42,75,Right
Dries Mertens,87,CF,31,169,61,3,90,90,83,81,36,56,Right
Riyad Mahrez,86,CF,27,179,62,3,88,92,83,87,31,63,Left
Sadio Man?©,86,CF,26,175,69,3,94,87,83,77,37,78,Right
Josip Iliƒçiƒá,85,CF,30,190,79,3,76,86,88,86,41,70,Left
Lorenzo Insigne,88,CF,27,163,59,3,91,92,82,85,26,52,Right
Paulo Dybala,93,CF,24,177,73,3,90,95,93,91,32,76,Left
Clint Dempsey,78,CF,35,185,77,3,64,77,78,71,37,70,Right
Alejandro G??mez,91,CF,30,165,68,3,96,95,89,91,38,64,Right
Josip Iliƒçiƒá,91,CF,30,190,79,3,82,91,94,91,49,80,Left
Diego Perotti,83,CF,30,179,70,3,84,88,78,83,34,62,Right
Clint Dempsey,92,CF,35,185,77,3,81,93,92,90,52,86,Right
Nabil Fekir,95,CF,25,173,78,3,92,97,96,95,50,93,Left
Ruud Gullit,93,CF,56,191,88,4,86,89,91,91,82,90,Right
Dennis Bergkamp,92,CF,49,183,78,4,84,90,91,86,37,78,Right
Alessandro Del Piero,90,CF,43,174,74,4,85,92,90,85,42,69,Right
Dennis Bergkamp,87,CF,49,183,78,4,76,87,85,85,38,73,Right
Thomas M?ºller,86,CF,29,186,75,4,77,78,82,77,46,71,Right
Jari Litmanen,85,CF,47,181,80,4,76,80,85,84,33,61,Right
Marco Reus,90,CF,29,180,75,4,92,91,90,88,44,70,Right
Gareth Bale,91,CF,29,183,74,4,96,89,91,87,59,81,Left
Thomas M?ºller,90,CF,29,186,75,4,82,84,91,84,50,78,Right
Thomas M?ºller,95,CF,29,186,75,4,88,93,96,98,58,86,Right
Antoine Griezmann,98,CF,27,174,72,4,97,99,98,97,50,88,Left
Edson Arantes Nascimento,95,CF,77,173,69,5,96,95,93,90,56,75,Right
Edson Arantes Nascimento,91,CF,77,172,68,5,94,93,89,88,53,73,Right
Lionel Messi,94,CF,31,170,72,5,90,97,92,88,27,63,Left
Lionel Messi,97,CF,31,170,72,5,95,99,96,94,36,76,Left
Pablo P?©rez,81,CM,33,175,71,1,75,80,73,83,77,83,Right
Jonathan dos Santos,80,CM,28,172,74,1,66,80,68,82,59,67,Right
Frederico R. de Paula Santos,80,CM,25,169,64,1,82,82,70,76,71,63,Left
Cheikh N'Doye,78,CM,32,192,90,1,57,66,71,73,80,90,Right
Rodrigo Battaglia,78,CM,27,187,79,1,66,75,71,70,77,84,Right
Renan Bardini Bressan,76,CM,29,182,75,1,64,75,80,81,42,62,Right
Alexandr Golovin,76,CM,22,180,69,1,82,80,69,72,65,61,Right
Lee Frecklington,76,CM,33,180,75,1,74,78,70,78,70,76,Right
Godfred Donsah,75,CM,22,175,70,1,81,78,65,75,63,78,Right
Orbel??n Pineda,75,CM,22,168,64,1,86,77,68,72,63,64,Right
Hakan Arslan,75,CM,30,186,76,1,73,80,74,76,72,80,Right
Christoph Knasm?ºllner,75,CM,26,181,70,1,79,76,68,75,33,74,Right
Luke Berry,75,CM,26,177,72,1,80,76,75,77,60,82,Right
Aaron Mooy,82,CM,28,174,78,1,75,80,80,84,74,84,Right
Anders Christiansen,84,CM,28,174,68,1,78,83,75,84,77,81,Right
Gonzalo Melero Manzanares,78,CM,24,183,79,1,70,78,76,77,78,73,Right
Dimitri Li?©nard,81,CM,30,184,77,1,72,80,78,84,65,78,Left
Markel Bergara Larra?±aga,79,CM,32,181,78,1,57,70,72,80,80,83,Right
Houssem Aouar,77,CM,20,175,70,1,84,83,70,76,57,66,Right
Henry Rojas,78,CM,31,177,74,1,80,80,75,80,58,74,Left
Aaron Mooy,84,CM,28,174,78,1,77,83,83,86,76,85,Right
Danilo Barbosa da Silva,80,CM,22,182,86,1,75,81,73,80,83,81,Right
Manuel Garc??a S?°nchez,81,CM,32,182,74,1,69,73,70,76,82,87,Left
Soualiho Me?Øt?©,81,CM,24,187,80,1,73,80,58,80,80,85,Right
Papa Alioune Ndiaye,77,CM,27,180,76,1,85,78,74,72,61,75,Right
Ibrahima Seck,78,CM,29,194,85,1,56,61,52,66,80,89,Right
Aaron Mooy,78,CM,28,174,78,1,69,75,72,77,67,77,Right
Anton??n Bar?°k,75,CM,23,190,86,1,68,74,72,75,58,71,Left
Nicol?? Barella,75,CM,21,172,68,1,79,78,57,75,64,65,Right
Youssef Ait Bennasser,75,CM,22,184,75,1,75,77,62,72,63,67,Right
Denis Zakaria,77,CM,21,191,80,1,74,76,54,74,75,79,Right
Mijat Gacinovic,75,CM,23,175,66,1,78,80,68,73,61,63,Right
?Älex Granell Nogu?©,75,CM,30,175,70,1,65,73,70,78,66,68,Left
Diego Gonz?°lez,75,CM,30,172,73,1,70,71,67,71,73,81,Right
Salih U?ßan,75,CM,24,182,65,1,73,76,73,75,68,59,Right
S?©rgio Miguel Relvas de Oliveira,75,CM,26,181,72,1,63,75,74,77,53,59,Right
Daler Kuzyaev,77,CM,25,182,74,1,80,77,68,73,73,68,Right
Frenkie de Jong,75,CM,21,180,71,1,76,83,56,78,60,65,Right
Ryan Thomas,75,CM,23,175,64,1,79,78,58,72,57,66,Right
Harry Arter,77,CM,28,176,70,1,68,75,74,76,67,79,Right
Houssem Aouar,81,CM,20,175,70,1,86,86,77,83,59,71,Right
Liam Walker,76,CM,30,174,75,1,81,72,73,72,40,68,Left
C?©sar Carrillo,76,CM,26,179,65,1,75,71,55,64,74,77,Right
Giovani Lo Celso,81,CM,22,177,69,1,81,83,72,82,43,70,Left
Vitor Hugo Gomes da Silva,79,CM,30,183,81,1,65,80,74,80,73,81,Right
Tom Cairney,87,CM,27,183,72,1,78,83,84,88,71,79,Left
Mathias Jensen,84,CM,22,173,68,1,82,82,83,86,68,60,Right
Casper Sloth,75,CM,26,181,73,1,75,77,72,69,58,68,Right
Hans Vanaken,87,CM,26,194,80,1,63,84,87,91,57,78,Right
Alexandr Erokhin,80,CM,28,195,79,1,70,77,85,75,70,82,Right
Rodrigo Hern?°ndez Cascante,81,CM,22,190,85,1,74,80,67,84,78,79,Right
Houssem Aouar,90,CM,20,175,70,1,92,94,89,92,73,83,Right
Tom Cairney,81,CM,27,183,72,1,76,81,80,83,68,71,Left
Olivier Ntcham,78,CM,22,180,80,1,80,74,75,64,78,82,Right
Frederico R. de Paula Santos,80,CM,25,169,64,1,82,82,70,76,71,63,Left
Salih U?ßan,75,CM,24,182,65,1,73,76,73,75,68,59,Right
Youssef Ait Bennasser,75,CM,22,184,75,1,75,77,62,72,63,67,Right
Paul Arriola,78,CM,23,167,65,1,91,78,78,72,41,60,Right
Simon Thern,77,CM,26,180,76,1,85,83,80,78,48,74,Right
David Silva,79,CM,31,175,74,1,81,76,74,82,65,81,Right
Yosuke Kashiwagi,79,CM,30,176,73,1,76,75,71,84,55,72,Left
Diego Gonz?°lez,75,CM,30,172,73,1,70,71,67,71,73,81,Right
Alexander Gr?ºnwald,79,CM,29,188,84,1,73,80,77,81,64,82,Left
Ruslan Malinovskyi,81,CM,25,181,79,1,73,80,81,86,62,75,Left
Guido Rodr??guez,80,CM,23,185,80,1,68,74,66,78,80,84,Right
Stjepan Kukuruzoviƒá,75,CM,29,180,76,1,77,74,77,79,50,68,Left
Luciano Acosta,80,CM,24,161,61,1,86,83,80,73,43,67,Right
Fredrik Aursnes,75,CM,22,179,69,1,79,76,69,73,68,75,Right
Alexandr Golovin,76,CM,22,180,69,1,82,80,69,72,65,61,Right
Ryan Thomas,75,CM,23,175,64,1,79,78,58,72,57,66,Right
Seok Hyun Lee,75,CM,28,177,68,1,80,73,72,78,34,64,Right
Hans Vanaken,84,CM,26,194,80,1,58,83,84,87,53,76,Right
Louis Schaub,80,CM,23,177,70,1,83,85,74,76,39,72,Left
Giovani Lo Celso,86,CM,22,177,69,1,87,89,86,89,48,77,Left
Danny Mayor,76,CM,27,183,76,1,86,80,75,70,35,72,Right
Naby Ke?Øta,83,CM,23,172,64,2,73,89,71,77,62,70,Right
Gonzalo Castro,82,CM,31,172,74,2,71,81,72,83,72,68,Right
Be?±at Etxebarria Urkiaga,82,CM,31,175,72,2,58,75,75,84,66,74,Right
Daniel Parejo Mu?±oz,82,CM,29,180,75,2,52,77,77,87,61,71,Right
Jonathan Viera Ramos,82,CM,29,170,64,2,80,86,75,81,52,68,Right
Davy Klaassen,82,CM,25,179,70,2,73,75,80,74,67,79,Right
Jean Micha?´l Seri,82,CM,27,168,65,2,80,81,71,82,72,74,Right
Corentin Tolisso,82,CM,24,181,78,2,74,78,76,78,76,83,Right
Marco Parolo,81,CM,33,184,75,2,71,76,76,76,77,81,Right
Kevin Kampl,81,CM,27,178,67,2,80,84,68,77,58,62,Right
Rafael Alc?¢ntara,81,CM,25,174,71,2,74,84,76,79,62,64,Left
Luiz Frello Filho Jorge,81,CM,26,180,65,2,75,80,64,80,70,68,Right
Hakim Ziyech,81,CM,25,180,70,2,76,78,74,86,52,64,Left
Morgan Sanson,81,CM,24,180,73,2,76,80,75,80,76,77,Right
Charles Ar?°nguiz,81,CM,29,171,71,2,79,83,78,87,65,75,Right
Daniel Wass,80,CM,29,181,74,2,75,79,73,80,66,71,Right
Roberto Pereyra,80,CM,27,182,77,2,78,81,66,80,68,68,Right
Oƒüuzhan ?ñzyakup,80,CM,26,180,75,2,75,81,74,83,59,69,Right
Allan Marques Loureiro,80,CM,27,175,74,2,77,78,64,75,79,81,Right
Denis Su?°rez Fern?°ndez,80,CM,24,176,69,2,79,83,74,81,51,58,Right
Youri Tielemans,80,CM,21,176,72,2,53,77,79,80,68,71,Right
Sergej Milinkoviƒá-Saviƒá,80,CM,23,191,76,2,71,79,71,73,73,83,Right
Zlatko Junuzoviƒá,79,CM,31,172,69,2,78,81,74,80,67,74,Right
Christian Noboa,79,CM,33,183,75,2,73,77,71,76,76,76,Right
Juraj Kucka,79,CM,31,186,84,2,69,76,73,74,77,89,Right
Maximilian Arnold,79,CM,24,184,74,2,67,77,80,74,66,69,Left
Emre Can,79,CM,24,184,82,2,71,77,67,76,78,84,Right
Wylan Cyprien,79,CM,23,180,75,2,79,80,75,77,73,81,Right
Blerim D?æemaili,78,CM,32,179,73,2,66,76,75,76,67,75,Right
Esteban Granero Molina,78,CM,31,180,78,2,57,77,72,82,65,63,Right
Sung Yueng Ki,78,CM,29,186,79,2,65,75,74,81,62,70,Right
James Ward-Prowse,78,CM,23,173,66,2,66,75,66,84,61,67,Right
Jos?© Sosa,78,CM,33,179,71,2,71,81,70,80,58,68,Right
Mat??as Fern?°ndez,78,CM,32,178,72,2,76,86,70,79,56,59,Right
Carlos S?°nchez,77,CM,33,170,66,2,88,75,72,74,54,72,Right
Jasmin Kurtiƒá,76,CM,29,186,88,2,68,72,69,74,72,81,Right
Jakub Jankto,76,CM,22,184,74,2,82,76,68,74,63,67,Left
Franck Yannick Kessi?©,76,CM,21,183,76,2,75,76,65,70,72,82,Right
Sel?ßuk ƒ?nan,76,CM,33,182,74,2,55,73,73,81,62,64,Right
Emmanuel Badu,75,CM,27,173,70,2,82,77,67,70,72,75,Right
Rodolfo Pizarro,75,CM,24,173,64,2,85,76,68,74,68,70,Right
Corentin Tolisso,84,CM,24,181,78,2,76,81,80,84,79,84,Right
Franck Yannick Kessi?©,81,CM,21,183,76,2,80,82,76,78,78,85,Right
Daniel Wass,83,CM,29,181,74,2,78,84,80,86,70,74,Right
Lucas Torreira,81,CM,22,168,64,2,80,83,68,82,75,75,Right
Daniel Parejo Mu?±oz,85,CM,29,180,75,2,56,82,80,89,68,75,Right
Jonathan Viera Ramos,83,CM,29,170,64,2,80,86,76,83,53,68,Right
Giuliano Victor de Paula,86,CM,28,172,68,2,86,88,85,86,53,79,Right
Manuel H. Tavares Fernandes,83,CM,32,176,75,2,82,86,83,83,72,75,Right
Adem Ljajic,82,CM,27,182,74,2,83,86,82,80,38,68,Right
Remo Freuler,81,CM,26,181,77,2,76,81,74,82,70,74,Right
Zlatko Junuzovic,82,CM,31,172,69,2,80,85,78,84,76,77,Right
Sergej Milinkovic-Savic,84,CM,23,191,76,2,75,84,80,80,78,86,Right
Naby Ke?Øta,85,CM,23,172,64,2,74,90,80,80,64,72,Right
Allan Marques Loureiro,83,CM,27,175,74,2,81,83,69,80,84,85,Right
Blerim D?æemaili,78,CM,32,179,73,2,66,76,75,76,67,75,Right
Alex Oxlade-Chamberlain,83,CM,25,175,70,2,90,88,77,80,58,73,Right
Jasmin Kurtic,76,CM,29,186,88,2,68,72,69,74,72,81,Right
Franck Yannick Kessi?©,81,CM,21,183,76,2,80,82,76,78,78,85,Right
Sergej Milinkovic-Savic,86,CM,23,191,76,2,76,86,85,84,82,87,Right
Rafael Alc?¢ntara,81,CM,25,174,71,2,74,84,76,79,62,64,Left
Asier Illarramendi,84,CM,28,179,76,2,63,81,75,80,84,73,Right
Daniel Parejo Mu?±oz,87,CM,29,180,75,2,58,85,83,91,71,77,Right
Sergej Milinkovic-Savic,83,CM,23,191,76,2,71,81,75,78,75,84,Right
Allan Marques Loureiro,81,CM,27,175,74,2,78,80,66,75,80,81,Right
Adrien Rabiot,82,CM,23,188,71,2,70,79,72,78,74,78,Left
Sergej Milinkovic-Savic,87,CM,23,191,76,2,77,87,86,86,84,88,Right
Charles Ar?°nguiz,80,CM,29,171,71,2,75,79,71,80,61,72,Right
Daniel Parejo Mu?±oz,84,CM,29,180,75,2,54,78,77,87,65,72,Right
Jonathan Viera Ramos,83,CM,29,170,64,2,80,86,76,83,53,68,Right
Daniel Wass,81,CM,29,181,74,2,77,79,75,81,68,73,Right
Sung Yueng Ki,82,CM,29,186,79,2,69,80,80,87,65,74,Right
Sergej Milinkovic-Savic,88,CM,23,191,76,2,78,88,88,88,86,89,Right
Moussa Sissoko,81,CM,29,187,91,2,86,78,77,76,78,86,Right
Kwadwo Asamoah,83,CM,29,173,75,2,86,83,78,82,80,75,Left
Valon Berisha,80,CM,25,176,70,2,85,80,80,75,50,82,Right
Christian Noboa,79,CM,33,183,75,2,73,77,71,76,76,76,Right
Hakim Ziyech,84,CM,25,180,70,2,79,83,82,89,54,67,Left
Pierre-Emile H??jbjerg,81,CM,23,185,84,2,70,82,73,81,75,82,Right
Jesse Lingard,84,CM,25,175,62,2,89,89,84,82,58,76,Right
Luis Alberto Romero Alconchel,85,CM,26,183,74,2,80,88,84,90,33,63,Right
Sergej Milinkoviƒá-Saviƒá,88,CM,23,191,76,2,78,88,88,88,86,89,Right
Adrien Rabiot,90,CM,23,188,71,2,76,86,82,90,85,89,Left
Marco van Ginkel,87,CM,25,186,82,2,77,84,88,84,80,84,Right
Jae Sung Lee,85,CM,26,180,70,2,74,85,78,84,72,79,Left
James Milner,85,CM,32,175,70,2,72,83,80,93,82,83,Right
Daniel Parejo Mu?±oz,94,CM,29,180,75,2,70,92,91,97,88,87,Right
Naby Ke?Øta,93,CM,23,172,64,2,81,96,89,91,74,80,Right
Allan Marques Loureiro,92,CM,27,175,74,2,88,91,80,88,92,91,Right
Sergej Milinkoviƒá-Saviƒá,95,CM,23,191,76,2,84,94,94,93,92,94,Right
Lucas Torreira,90,CM,22,168,64,2,86,90,76,89,82,81,Right
Ruud Vormer,93,CM,30,178,81,2,76,86,92,94,89,91,Right
Jesse Lingard,91,CM,25,175,62,2,94,94,91,89,60,82,Right
Emmanuel Badu,75,CM,27,173,70,2,82,77,67,70,72,75,Right
Milan Badelj,88,CM,29,186,76,2,65,86,80,87,83,83,Right
Emre Can,79,CM,24,184,82,2,71,77,67,76,78,84,Right
Naby Ke?Øta,83,CM,23,172,64,2,73,89,71,77,62,70,Right
Daniel Wass,81,CM,29,181,74,2,77,79,75,81,68,73,Right
Zlatko Junuzoviƒá,79,CM,31,172,69,2,78,81,74,80,67,74,Right
Sung Yueng Ki,78,CM,29,186,79,2,65,75,74,81,62,70,Right
Jakub Jankto,76,CM,22,184,74,2,82,76,68,74,63,67,Left
Gonzalo Castro,82,CM,31,172,74,2,71,81,72,83,72,68,Right
Corentin Tolisso,91,CM,24,181,78,2,83,89,90,91,86,90,Right
Steven N'Zonzi,91,CM,29,190,75,2,70,83,80,85,89,94,Right
Luiz Frello Filho Jorge,81,CM,26,180,65,2,75,80,64,80,70,68,Right
Jean Micha?´l Seri,82,CM,27,168,65,2,80,81,71,82,72,74,Right
Davy Klaassen,82,CM,25,179,70,2,73,75,80,74,67,79,Right
Max Meyer,79,CM,23,173,68,2,72,84,62,77,35,53,Right
Jasmin Kurtiƒá,81,CM,29,186,88,2,73,78,79,80,76,85,Right
Marco Benassi,82,CM,24,184,80,2,71,81,75,81,76,80,Right
Morgan Sanson,84,CM,24,180,73,2,79,84,82,84,80,81,Right
Thiago Alc?¢ntara,88,CM,27,174,70,3,72,90,75,85,62,63,Right
Marek Ham?°??k,87,CM,31,183,79,3,74,84,80,84,68,70,Right
Marco Verratti,87,CM,25,165,60,3,65,89,59,84,79,68,Right
Radja Nainggolan,86,CM,30,176,77,3,78,82,80,78,81,83,Right
Francisco Rom?°n Alarc??n Su?°rez,86,CM,26,176,74,3,71,89,83,82,54,62,Right
Claudio Marchisio,85,CM,32,180,73,3,78,84,72,83,76,74,Right
Miralem Pjaniƒá,85,CM,28,180,70,3,74,86,70,86,67,69,Right
ƒ?lkay G?ºndoƒüan,85,CM,27,180,80,3,71,87,74,83,64,71,Right
Sami Khedira,84,CM,31,189,89,3,64,76,74,80,80,84,Right
Kevin Strootman,84,CM,28,186,78,3,67,78,74,82,78,82,Left
Ander Herrera Ag?ºera,84,CM,29,182,70,3,73,83,72,81,78,77,Right
Jorge Resurrecci??n,84,CM,26,178,74,3,70,81,75,86,63,75,Right
Santiago Cazorla Gonz?°lez,83,CM,33,168,66,3,65,85,76,85,61,63,Right
Adam Lallana,83,CM,30,172,73,3,73,84,75,80,65,74,Right
Adrien S. Perruchet Silva,83,CM,29,175,69,3,65,81,76,82,78,72,Right
Giacomo Bonaventura,83,CM,29,181,75,3,78,83,77,82,67,73,Right
Javier Pastore,83,CM,29,187,78,3,71,85,75,83,58,64,Right
Jo?£o M?°rio Naval Costa Eduardo,83,CM,25,179,72,3,73,83,70,80,70,71,Right
Arda Turan,82,CM,31,175,76,3,71,84,73,81,61,72,Right
Moussa Demb?©l?©,82,CM,31,185,88,3,76,85,72,76,74,84,Left
Jo?£o Filipe Moutinho,82,CM,32,170,61,3,69,81,75,81,70,72,Right
Georginio Wijnaldum,82,CM,27,175,69,3,81,84,75,76,66,74,Right
Luis Miguel Afonso Fernandes,82,CM,29,177,72,3,79,83,77,81,61,69,Right
Mateo Kovaƒçiƒá,82,CM,24,178,77,3,81,84,69,82,61,69,Right
Sa??l ?ë??guez Escl?°pez,82,CM,23,181,70,3,73,81,69,78,77,75,Left
Leon Goretzka,82,CM,23,189,79,3,84,80,73,79,77,76,Right
Jos?© Paulo Bezerra M. J??nior,81,CM,30,180,75,3,76,77,74,74,77,76,Right
Jack Wilshere,81,CM,26,172,68,3,71,82,69,80,62,72,Left
Andr?©s Guardado,80,CM,32,169,67,3,76,82,64,80,67,68,Left
